Stt,Tỉnh mới,Gộp từ các tỉnh cũ,Phường/xã mới,Sát nhập từ các Phường/xã trước
2661,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Chợ Mới,"Thị trấn Đồng Tâm, Xã Quảng Chu, Xã Như Cố"
2662,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Chợ Rã,"Thị trấn Chợ Rã, Xã Thượng Giáo, Xã Địa Linh"
2663,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Côn Minh,"Xã Quang Phong, Xã Dương Sơn, Xã Côn Minh"
2664,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Cường Lợi,"Xã Văn Vũ, Xã Cường Lợi"
2665,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Dân Tiến,"Xã Bình Long, Xã Phương Giao, Xã Dân Tiến"
2666,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Đại Phúc,"Thị trấn Hùng Sơn, Xã Phúc Xuân, Xã Phúc Trìu, Xã Tân Thái, Xã Phúc Tân"
2667,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Đại Từ,"Xã Bình Thuận, Xã Khôi Kỳ, Xã Mỹ Yên, Xã Lục Ba"
2668,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Điềm Thụy,"Xã Hà Châu, Xã Nga My, Xã Điềm Thụy, Xã Thượng Đình"
2669,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Định Hóa,"Thị trấn Chợ Chu, Xã Phúc Chu, Xã Bảo Linh, Xã Đồng Thịnh"
2670,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Đồng Hỷ,"Thị trấn Hóa Thượng, Thị trấn Sông Cầu, Xã Minh Lập, Xã Hóa Trung"
2671,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Đồng Phúc,"Xã Quảng Khê, Xã Hoàng Trĩ, Xã Bằng Phúc, Xã Đồng Phúc"
2672,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Đức Lương,"Xã Minh Tiến, Xã Phúc Lương, Xã Đức Lương"
2673,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Đức Xuân,"Phường Nguyễn Thị Minh Khai, Phường Huyền Tụng, Phường Đức Xuân"
2674,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Gia Sàng,"Phường Hương Sơn, Xã Đồng Liên, Phường Gia Sàng, Phường Cam Giá"
2675,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Hiệp Lực,"Xã Thuần Mang, Xã Hiệp Lực"
2676,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Hợp Thành,"Xã Ôn Lương, Xã Phủ Lý, Xã Hợp Thành"
2677,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Kha Sơn,"Xã Lương Phú, Xã Tân Đức, Xã Thanh Ninh, Xã Dương Thành, Xã Kha Sơn"
2678,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Kim Phượng,"Xã Quy Kỳ, Xã Kim Phượng"
2679,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã La Bằng,"Xã Hoàng Nông, Xã Tiên Hội, Xã La Bằng"
2680,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã La Hiên,"Xã Cúc Đường, Xã La Hiên"
2681,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Lam Vỹ,"Xã Linh Thông, Xã Lam Vỹ"
2682,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Linh Sơn,"Phường Chùa Hang, Phường Đồng Bẩm, Xã Cao Ngạn, Xã Huống Thượng,
Xã Linh Sơn"
2683,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Nà Phặc,"Thị trấn Nà Phặc, Xã Trung Hòa"
2684,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Na Rì,"Thị trấn Yến Lạc, Xã Sơn Thành, Xã Kim Lư"
2685,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Nam Cường,"Xã Xuân Lạc, Xã Đồng Lạc, Xã Nam Cường"
2686,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Nam Hòa,"Xã Cây Thị, Xã Nam Hòa"
2687,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Ngân Sơn,"Thị trấn Vân Tùng, Xã Cốc Đán, Xã Đức Vân"
2688,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Nghĩa Tá,"Xã Lương Bằng, Xã Bình Trung, Xã Nghĩa Tá"
2689,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Nghiên Loan,"Xã Xuân La, Xã An Thắng, Xã Nghiên Loan"
2690,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Nghinh Tường,"Xã Vũ Chấn, Xã Nghinh Tường"
2691,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Phan Đình Phùng,"Phường Trưng Vương, Phường Túc Duyên, Phường Đồng Quang, Phường
Quang Trung, Phường Hoàng Văn Thụ, Phường Tân Thịnh, Phường Phan Đình Phùng, Phường Gia Sàng"
2692,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phong Quang,"Xã Dương Quang, Xã Đôn Phong"
2693,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Phổ Yên,"Phường Ba Hàng, Phường Hồng Tiến, Phường Bãi Bông, Xã Đắc Sơn"
2694,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phú Bình,"Thị trấn Hương Sơn, Xã Xuân Phương, Xã Úc Kỳ, Xã Nhã Lộng, Xã Bảo Lý,
Xã Thượng Đình"
2695,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phú Đình,"Xã Điềm Mặc, Xã Phú Đình"
2696,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phú Lạc,"Xã Phục Linh, Xã Tân Linh, Xã Phú Lạc"
2697,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phú Lương,"Thị trấn Đu, Thị trấn Giang Tiên, Xã Yên Lạc, Xã Động Đạt"
2698,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phú Thịnh,"Xã Bản Ngoại, Xã Phú Cường, Xã Phú Thịnh"
2699,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phủ Thông,"Thị trấn Phủ Thông, Xã Vi Hương, Xã Tân Tú, Xã Lục Bình"
2700,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phú Xuyên,"Xã Yên Lãng, Xã Phú Xuyên"
2701,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phúc Lộc,"Xã Bành Trạch, Xã Hà Hiệu, Xã Phúc Lộc"
2702,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phúc Thuận,"Phường Bắc Sơn, Xã Minh Đức, Xã Phúc Thuận"
2703,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Phượng Tiến,"Xã Tân Dương, Xã Tân Thịnh, Xã Phượng Tiến"
2704,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Quan Triều,"Phường Tân Long, Phường Quang Vinh, Phường Quan Triều, Xã Sơn Cẩm"
2705,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Quảng Bạch,"Xã Tân Lập, Xã Quảng Bạch"
2706,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Quang Sơn,"Xã Tân Long, Xã Quang Sơn"
2707,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Quân Chu,"Thị trấn Quân Chu, Xã Cát Nê"
2708,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Quyết Thắng,"Phường Thịnh Đán, Xã Phúc Hà, Xã Quyết Thắng"
2709,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Sảng Mộc,Sảng Mộc
2710,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Sông Công,"Phường Thắng Lợi, Phường Phố Cò, Phường Cải Đan"
2711,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Tân Cương,"Xã Thịnh Đức, Xã Bình Sơn, Xã Tân Cương"
2712,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Tân Khánh,"Xã Bàn Đạt, Xã Đào Xá, Xã Tân Khánh"
2713,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Tân Kỳ,"Xã Tân Sơn, Xã Cao Kỳ, Xã Hòa Mục"
2714,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Tân Thành,"Xã Tân Hòa, Xã Tân Kim, Xã Tân Thành"
2715,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Thành Công,"Xã Vạn Phái, Xã Thành Công"
2716,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Thanh Mai,"Xã Thanh Vận, Xã Mai Lạp, Xã Thanh Mai"
2717,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Thanh Thịnh,"Xã Nông Hạ, Xã Thanh Thịnh"
2718,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Thần Sa,"Xã Thượng Nung, Xã Thần Xa"
2719,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Thượng Minh,"Xã Yến Dương, Xã Chu Hương, Xã Mỹ Phương"
2720,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Thượng Quan,Thượng Quan
2721,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Tích Lương,"Phường Trung Thành (thành phố Thái Nguyên), Phường Phú Xá, Phường
Tân Thành, Phường Tân Lập, Phường Tích Lương, Phường Cam Giá"
2722,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Trại Cau,"Thị trấn Trại Cau, Xã Hợp Tiến"
2723,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Tràng Xá,"Xã Liên Minh, Xã Tràng Xá"
2724,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Trần Phú,"Xã Văn Minh, Xã Cư Lễ, Xã Trần Phú"
2725,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Trung Hội,"Xã Phú Tiến, Xã Bộc Nhiêu, Xã Trung Hội"
2726,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Trung Thành,"Phường Trung Thành (thành phố Phổ Yên), Phường Đông Cao, Phường Tân
Phú, Phường Thuận Thành"
2727,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Vạn Phú,"Xã Văn Yên, Xã Vạn Phú"
2728,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Phường Vạn Xuân,"Phường Nam Tiến, Phường Đồng Tiến, Phường Tân Hương, Phường Tiên
Phong"
2729,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Văn Hán,"Xã Khe Mo, Xã Văn Hán"
2730,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Văn Lang,"Xã Kim Hỷ, Xã Lương Thượng, Xã Văn Lang"
2731,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Văn Lăng,"Xã Hòa Bình, Xã Văn Lăng"
2732,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Vĩnh Thông,"Xã Sỹ Bình, Xã Vũ Muộn, Xã Cao Sơn"
2733,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Võ Nhai,"Thị trấn Đình Cả, Xã Phú Thượng, Xã Lâu Thượng"
2734,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Vô Tranh,"Xã Tức Tranh, Xã Cổ Lũng, Xã Phú Đô, Xã Vô Tranh"
2735,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Xuân Dương,"Xã Đổng Xá, Xã Liêm Thủy, Xã Xuân Dương"
2736,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Yên Bình,"Xã Yên Cư, Xã Bình Văn, Xã Yên Hân"
2737,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Yên Phong,"Xã Đại Sảo, Xã Yên Mỹ, Xã Yên Phong"
2738,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Yên Thịnh,"Xã Bản Thi, Xã Yên Thượng, Xã Yên Thịnh"
2739,Thái Nguyên,"Thái Nguyên, Bắc Kạn",Xã Yên Trạch,"Xã Yên Ninh, Xã Yên Đổ, Xã Yên Trạch"
2740,Thanh Hóa,Thanh Hóa,Xã An Nông,"Xã Tiến Nông, Xã Khuyến Nông, Xã Nông Trường, Xã An Nông"
2741,Thanh Hóa,Thanh Hóa,Xã Ba Đình,"Xã Nga Vịnh, Xã Nga Trường, Xã Nga Thiện, Xã Ba Đình"
2742,Thanh Hóa,Thanh Hóa,Xã Bá Thước,"Thị trấn Cành Nàng, Xã Ban Công, Xã Hạ Trung"
2743,Thanh Hóa,Thanh Hóa,Phường Bát Mọt,Bát Mọt
2744,Thanh Hóa,Thanh Hóa,Xã Biện Thượng,"Xã Vĩnh Hùng, Xã Minh Tân, Xã Vĩnh Thịnh, Xã Vĩnh An"
2745,Thanh Hóa,Thanh Hóa,Phường Bỉm Sơn,"Phường Đông Sơn, Phường Lam Sơn, Phường Ba Đình (thị xã Bỉm Sơn), Xã
Hà Vinh"
2746,Thanh Hóa,Thanh Hóa,Xã Các Sơn,"Xã Anh Sơn, Xã Các Sơn"
2747,Thanh Hóa,Thanh Hóa,Xã Cẩm Tân,"Xã Cẩm Long, Xã Cẩm Phú, Xã Cẩm Tân"
2748,Thanh Hóa,Thanh Hóa,Xã Cẩm Thạch,"Xã Cẩm Thành, Xã Cẩm Liên, Xã Cẩm Bình, Xã Cẩm Thạch"
2749,Thanh Hóa,Thanh Hóa,Phường Cẩm Thủy,"Thị trấn Phong Sơn, Xã Cẩm Ngọc"
2750,Thanh Hóa,Thanh Hóa,Xã Cẩm Tú,"Xã Cẩm Quý, Xã Cẩm Giang, Xã Cẩm Lương, Xã Cẩm Tú"
2751,Thanh Hóa,Thanh Hóa,Xã Cẩm Vân,"Xã Cẩm Tâm, Xã Cẩm Châu, Xã Cẩm Yên, Xã Cẩm Vân"
2752,Thanh Hóa,Thanh Hóa,Xã Cổ Lũng,"Xã Lũng Cao, Xã Cổ Lũng"
2753,Thanh Hóa,Thanh Hóa,Xã Công Chính,"Xã Công Liêm, Xã Yên Mỹ, Xã Công Chính, Xã Thanh Tân"
2754,Thanh Hóa,Thanh Hóa,Phường Đào Duy Từ,"Phường Nguyên Bình, Phường Xuân Lâm"
2755,Thanh Hóa,Thanh Hóa,Xã Điền Lư,"Xã Ái Thượng, Xã Điền Trung, Xã Điền Lư"
2756,Thanh Hóa,Thanh Hóa,Xã Điền Quang,"Xã Điền Thượng, Xã Điền Hạ, Xã Điền Quang"
2757,Thanh Hóa,Thanh Hóa,Xã Định Hòa,"Xã Định Bình, Xã Định Công, Xã Định Thành, Xã Định Hòa, Xã Thiệu Long"
2758,Thanh Hóa,Thanh Hóa,Xã Định Tân,"Xã Định Hải (huyện Yên Định), Xã Định Hưng, Xã Định Tiến, Xã Định Tân"
2759,Thanh Hóa,Thanh Hóa,Xã Đồng Lương,"Xã Tân Phúc (huyện Lang Chánh), Xã Đồng Lương"
2760,Thanh Hóa,Thanh Hóa,Xã Đông Quang,"Phường Quảng Thắng, Xã Đông Vinh, Xã Đông Quang, Xã Đông Yên, Xã
Đông Văn, Xã Đông Phú, Xã Đông Nam, Phường An Hưng"
2761,Thanh Hóa,Thanh Hóa,Xã Đông Sơn,"Phường Rừng Thông, Phường Đông Thịnh, Phường Đông Tân, Xã Đông
Hòa, Xã Đông Minh, Xã Đông Hoàng, Xã Đông Khê, Xã Đông Ninh"
2762,Thanh Hóa,Thanh Hóa,Xã Đông Thành,"Xã Đồng Lộc, Xã Thành Lộc, Xã Cầu Lộc, Xã Tuy Lộc"
2763,Thanh Hóa,Thanh Hóa,Xã Đông Tiến,"Phường Đông Lĩnh, Phường Thiệu Khánh, Xã Đông Thanh, Xã Thiệu Vân,
Xã Tân Châu, Xã Thiệu Giao, Xã Đông Tiến"
2764,Thanh Hóa,Thanh Hóa,Xã Đồng Tiến,"Xã Đồng Lợi, Xã Đồng Thắng, Xã Đồng Tiến"
2765,Thanh Hóa,Thanh Hóa,Xã Giao An,"Xã Giao Thiện, Xã Giao An"
2766,Thanh Hóa,Thanh Hóa,Xã Hà Long,"Thị trấn Hà Long, Xã Hà Bắc, Xã Hà Giang"
2767,Thanh Hóa,Thanh Hóa,Xã Hà Trung,"Xã Hà Đông, Xã Hà Ngọc, Xã Yến Sơn, Thị trấn Hà Trung, Xã Hà Bình"
2768,Thanh Hóa,Thanh Hóa,Phường Hạc Thành,"Phường Phú Sơn, Phường Lam Sơn, Phường Ba Đình, Phường Ngọc Trạo, Phường Đông Sơn (thành phố Thanh Hóa), Phường Trường Thi, Phường Điện Biên, Phường Đông Hương, Phường Đông Hải, Phường Đông Vệ,
Phường Đông Thọ, Phường An Hưng"
2769,Thanh Hóa,Thanh Hóa,Phường Hải Bình,"Phường Mai Lâm, Phường Tĩnh Hải, Phường Hải Bình"
2770,Thanh Hóa,Thanh Hóa,Phường Hải Lĩnh,"Xã Định Hải (thị xã Nghi Sơn), Phường Ninh Hải, Phường Hải Lĩnh"
2771,Thanh Hóa,Thanh Hóa,Phường Hàm Rồng,"Phường Thiệu Dương, Phường Đông Cương, Phường Nam Ngạn, Phường
Hàm Rồng, Phường Đông Thọ"
2772,Thanh Hóa,Thanh Hóa,Xã Hậu Lộc,"Thị trấn Hậu Lộc, Xã Thuần Lộc, Xã Mỹ Lộc, Xã Lộc Sơn"
2773,Thanh Hóa,Thanh Hóa,Xã Hiền Kiệt,"Xã Hiền Chung, Xã Hiền Kiệt"
2774,Thanh Hóa,Thanh Hóa,Xã Hoa Lộc,"Xã Xuân Lộc (huyện Hậu Lộc), Xã Liên Lộc, Xã Quang Lộc, Xã Phú Lộc,
Xã Hòa Lộc, Xã Hoa Lộc"
2775,Thanh Hóa,Thanh Hóa,Xã Hóa Quỳ,"Xã Bình Lương, Xã Hóa Quỳ"
2776,Thanh Hóa,Thanh Hóa,Xã Hoạt Giang,"Xã Yên Dương, Xã Hoạt Giang, Thị trấn Hà Trung, Xã Hà Bình"
2777,Thanh Hóa,Thanh Hóa,Xã Hoằng Châu,"Xã Hoằng Thắng, Xã Hoằng Phong, Xã Hoằng Lưu, Xã Hoằng Châu"
2778,Thanh Hóa,Thanh Hóa,Xã Hoằng Giang,"Xã Hoằng Xuân, Xã Hoằng Quỳ, Xã Hoằng Hợp, Xã Hoằng Giang"
2779,Thanh Hóa,Thanh Hóa,Xã Hoằng Hóa,"Thị trấn Bút Sơn, Xã Hoằng Đức, Xã Hoằng Đồng, Xã Hoằng Đạo, Xã
Hoằng Hà, Xã Hoằng Đạt"
2780,Thanh Hóa,Thanh Hóa,Xã Hoằng Lộc,"Xã Hoằng Thịnh, Xã Hoằng Thái, Xã Hoằng Thành, Xã Hoằng Trạch, Xã
Hoằng Tân, Xã Hoằng Lộc"
2781,Thanh Hóa,Thanh Hóa,Xã Hoằng Phú,"Xã Hoằng Quý, Xã Hoằng Kim, Xã Hoằng Trung, Xã Hoằng Phú"
2782,Thanh Hóa,Thanh Hóa,Xã Hoằng Sơn,"Xã Hoằng Trinh, Xã Hoằng Xuyên, Xã Hoằng Cát, Xã Hoằng Sơn"
2783,Thanh Hóa,Thanh Hóa,Xã Hoằng Thanh,"Xã Hoằng Đông, Xã Hoằng Ngọc, Xã Hoằng Phụ, Xã Hoằng Thanh"
2784,Thanh Hóa,Thanh Hóa,Xã Hoằng Tiến,"Xã Hoằng Yến, Xã Hoằng Hải, Xã Hoằng Trường, Xã Hoằng Tiến"
2785,Thanh Hóa,Thanh Hóa,Xã Hồ Vương,"Xã Nga Hải, Xã Nga Thành, Xã Nga Giáp, Xã Nga Liên"
2786,Thanh Hóa,Thanh Hóa,Phường Hồi Xuân,"Thị trấn Hồi Xuân, Xã Phú Nghiêm"
2787,Thanh Hóa,Thanh Hóa,Xã Hợp Tiến,"Xã Hợp Lý, Xã Hợp Thắng, Xã Hợp Thành, Xã Triệu Thành, Xã Hợp Tiến"
2788,Thanh Hóa,Thanh Hóa,Xã Kiên Thọ,"Xã Phúc Thịnh, Xã Phùng Minh, Xã Kiên Thọ"
2789,Thanh Hóa,Thanh Hóa,Xã Kim Tân,"Thị trấn Kim Tân, Xã Thành Hưng, Xã Thành Thọ, Xã Thạch Định, Xã
Thành Trực, Xã Thành Tiến"
2790,Thanh Hóa,Thanh Hóa,Xã Lam Sơn,"Thị trấn Lam Sơn, Xã Xuân Bái, Xã Thọ Xương"
2791,Thanh Hóa,Thanh Hóa,Phường Linh Sơn,"Thị trấn Lang Chánh, Xã Trí Nang"
2792,Thanh Hóa,Thanh Hóa,Xã Lĩnh Toại,"Xã Hà Hải, Xã Hà Châu, Xã Thái Lai, Xã Lĩnh Toại"
2793,Thanh Hóa,Thanh Hóa,Xã Luận Thành,"Xã Xuân Cao, Xã Luận Thành, Xã Luận Khê"
2794,Thanh Hóa,Thanh Hóa,Phường Lương Sơn,Lương Sơn
2795,Thanh Hóa,Thanh Hóa,Xã Lưu Vệ,"Thị trấn Tân Phong, Xã Quảng Đức, Xã Quảng Định"
2796,Thanh Hóa,Thanh Hóa,Xã Mậu Lâm,"Xã Phú Nhuận, Xã Mậu Lâm"
2797,Thanh Hóa,Thanh Hóa,Xã Minh Sơn,"Xã Minh Sơn (huyện Ngọc Lặc), Xã Lam Sơn, Xã Cao Ngọc, Xã Minh Tiến"
2798,Thanh Hóa,Thanh Hóa,Phường Mường Chanh,Mường Chanh
2799,Thanh Hóa,Thanh Hóa,Phường Mường Lát,Thị trấn Mường Lát
2800,Thanh Hóa,Thanh Hóa,Phường Mường Lý,Mường Lý
2801,Thanh Hóa,Thanh Hóa,Phường Mường Mìn,Mường Mìn
2802,Thanh Hóa,Thanh Hóa,Phường Na Mèo,Na Mèo
2803,Thanh Hóa,Thanh Hóa,Xã Nam Sầm Sơn,"Phường Quảng Vinh, Xã Quảng Minh, Xã Đại Hùng, Xã Quảng Giao"
2804,Thanh Hóa,Thanh Hóa,Xã Nam Xuân,"Xã Nam Tiến, Xã Nam Xuân"
2805,Thanh Hóa,Thanh Hóa,Xã Nga An,"Xã Nga Điền, Xã Nga Phú, Xã Nga An"
2806,Thanh Hóa,Thanh Hóa,Xã Nga Sơn,"Thị trấn Nga Sơn, Xã Nga Yên, Xã Nga Thanh, Xã Nga Hiệp, Xã Nga Thủy"
2807,Thanh Hóa,Thanh Hóa,Xã Nga Thắng,"Xã Nga Văn, Xã Nga Phượng, Xã Nga Thạch, Xã Nga Thắng"
2808,Thanh Hóa,Thanh Hóa,Xã Nghi Sơn,"Phường Hải Thượng, Xã Hải Hà, Xã Nghi Sơn"
2809,Thanh Hóa,Thanh Hóa,Xã Ngọc Lặc,"Thị trấn Ngọc Lặc, Xã Mỹ Tân, Xã Thúy Sơn"
2810,Thanh Hóa,Thanh Hóa,Xã Ngọc Liên,"Xã Lộc Thịnh, Xã Cao Thịnh, Xã Ngọc Sơn, Xã Ngọc Trung, Xã Ngọc Liên"
2811,Thanh Hóa,Thanh Hóa,Xã Ngọc Sơn,"Xã Thanh Sơn (thị xã Nghi Sơn), Xã Thanh Thủy, Phường Hải Châu,
Phường Hải Ninh"
2812,Thanh Hóa,Thanh Hóa,Xã Ngọc Trạo,"Xã Thành An, Xã Thành Long, Xã Thành Tâm, Xã Ngọc Trạo"
2813,Thanh Hóa,Thanh Hóa,Xã Nguyệt Ấn,"Xã Phùng Giáo, Xã Vân Am, Xã Nguyệt Ấn"
2814,Thanh Hóa,Thanh Hóa,Phường Nguyệt Viên,"Phường Tào Xuyên, Phường Long Anh, Phường Hoằng Quang, Phường
Hoằng Đại"
2815,Thanh Hóa,Thanh Hóa,Phường Nhi Sơn,Nhi Sơn
2816,Thanh Hóa,Thanh Hóa,Xã Như Thanh,"Thị trấn Bến Sung, Xã Xuân Khang, Xã Hải Long, Xã Yên Thọ (huyện Như
Thanh)"
2817,Thanh Hóa,Thanh Hóa,Phường Như Xuân,"Thị trấn Yên Cát, Xã Tân Bình"
2818,Thanh Hóa,Thanh Hóa,Xã Nông Cống,"Thị trấn Nông Cống, Xã Vạn Thắng, Xã Vạn Hòa, Xã Vạn Thiện, Xã Minh
Nghĩa, Xã Minh Khôi"
2819,Thanh Hóa,Thanh Hóa,Xã Phú Lệ,"Xã Phú Sơn (huyện Quan Hóa), Xã Phú Thanh, Xã Phú Lệ"
2820,Thanh Hóa,Thanh Hóa,Phường Phú Xuân,Phú Xuân
2821,Thanh Hóa,Thanh Hóa,Xã Pù Luông,"Xã Thành Sơn (huyện Bá Thước), Xã Lũng Niêm, Xã Thành Lâm"
2822,Thanh Hóa,Thanh Hóa,Phường Pù Nhi,Pù Nhi
2823,Thanh Hóa,Thanh Hóa,Phường Quan Sơn,"Xã Trung Thượng, Thị trấn Sơn Lư"
2824,Thanh Hóa,Thanh Hóa,Xã Quảng Bình,"Xã Quảng Lưu, Xã Quảng Lộc, Xã Quảng Thái, Xã Quảng Bình"
2825,Thanh Hóa,Thanh Hóa,Phường Quang Chiểu,Quang Chiểu
2826,Thanh Hóa,Thanh Hóa,Xã Quảng Chính,"Xã Quảng Trường, Xã Quảng Khê, Xã Quảng Trung, Xã Quảng Chính"
2827,Thanh Hóa,Thanh Hóa,Xã Quảng Ngọc,"Xã Quảng Hợp, Xã Quảng Văn, Xã Quảng Phúc, Xã Quảng Ngọc"
2828,Thanh Hóa,Thanh Hóa,Xã Quảng Ninh,"Xã Quảng Nhân, Xã Quảng Hải, Xã Quảng Ninh"
2829,Thanh Hóa,Thanh Hóa,Phường Quảng Phú,"Phường Quảng Hưng, Phường Quảng Tâm, Phường Quảng Thành, Phường Quảng Đông, Phường Quảng Thịnh, Phường Quảng Cát, Phường Quảng Phú"
2830,Thanh Hóa,Thanh Hóa,Phường Quang Trung,"Phường Bắc Sơn, Phường Ngọc Trạo, Phường Phú Sơn, Xã Quang Trung
(thị xã Bỉm Sơn)"
2831,Thanh Hóa,Thanh Hóa,Xã Quảng Yên,"Xã Quảng Trạch, Xã Quảng Hòa, Xã Quảng Long, Xã Quảng Yên"
2832,Thanh Hóa,Thanh Hóa,Phường Quý Lộc,"Xã Yên Thọ (huyện Yên Định), Thị trấn Yên Lâm, Thị trấn Quý Lộc"
2833,Thanh Hóa,Thanh Hóa,Xã Quý Lương,"Xã Lương Nội, Xã Lương Trung, Xã Lương Ngoại"
2834,Thanh Hóa,Thanh Hóa,Xã Sao Vàng,"Thị trấn Sao Vàng, Xã Thọ Lâm, Xã Xuân Phú, Xã Xuân Sinh"
2835,Thanh Hóa,Thanh Hóa,Phường Sầm Sơn,"Phường Bắc Sơn (thành phố Sầm Sơn), Phường Quảng Tiến, Phường Quảng
Cư, Phường Trung Sơn, Phường Trường Sơn, Phường Quảng Châu, Phường Quảng Thọ"
2836,Thanh Hóa,Thanh Hóa,Phường Sơn Điện,Sơn Điện
2837,Thanh Hóa,Thanh Hóa,Phường Sơn Thủy,Sơn Thủy
2838,Thanh Hóa,Thanh Hóa,Phường Tam Chung,Tam Chung
2839,Thanh Hóa,Thanh Hóa,Xã Tam Lư,"Xã Sơn Hà, Xã Tam Lư, Thị trấn Sơn Lư"
2840,Thanh Hóa,Thanh Hóa,Phường Tam Thanh,Tam Thanh
2841,Thanh Hóa,Thanh Hóa,Phường Tân Dân,"Phường Hải An, Phường Tân Dân, Xã Ngọc Lĩnh"
2842,Thanh Hóa,Thanh Hóa,Xã Tân Ninh,"Thị trấn Nưa, Xã Thái Hòa, Xã Vân Sơn"
